off_long,off_lat,pop_up
116.513,39.857,1
116.513,39.891,71
116.513,39.915,1
116.514,39.924,1
116.515,39.782,24
116.515,40.021,4
116.516,40.04,3
116.518,39.776,2
116.518,39.94,1
116.518,40.209,2
116.519,39.854,1
116.519,39.94,6
116.521,39.672,3
116.523,39.938,1
116.524,39.915,5
116.525,39.907,1
116.525,39.915,1
116.526,39.908,22
116.526,39.94,4
116.526,40.038,12
116.528,39.915,45
116.528,40.209,5
116.534,39.914,12
116.536,39.934,7
116.536,39.94,1
116.536,40.208,3
116.537,39.924,2
116.537,39.939,3
116.538,39.939,7
116.539,39.668,2
116.539,39.739,1
116.539,39.746,2
116.539,39.753,1
116.539,39.754,1
116.539,39.821,2
116.539,39.914,7
116.541,39.914,37
116.541,39.944,14
116.541,39.952,31
116.541,39.958,7
116.541,39.963,2
116.545,39.736,4
116.545,39.914,1
116.546,39.907,7
116.546,39.908,2
116.546,39.964,11
116.547,39.907,1
116.548,39.964,1
116.548,40.063,1
116.549,39.964,1
116.55,39.914,1
116.55,40.208,11
116.552,40.086,3
116.553,39.663,2
116.553,39.939,1
116.554,39.963,4
116.555,39.914,12
116.556,40.108,2
116.558,39.914,1
116.558,39.963,3
116.558,40.007,11
116.559,40.003,35
116.559,40.113,1
116.563,39.731,1
116.563,39.988,3
116.564,39.976,4
116.565,39.881,13
116.566,39.874,9
116.566,39.888,5
116.566,39.968,4
116.567,39.913,1
116.567,39.914,4
116.568,39.908,10
116.569,39.908,1
116.569,39.958,14
116.571,39.9,14
116.571,39.904,9
116.571,39.909,1
116.572,39.956,7
116.573,39.682,1
116.573,39.874,26
116.574,39.662,1
116.575,39.655,1
116.575,39.912,18
116.575,39.913,4
116.576,39.928,19
116.578,39.892,1
116.578,39.954,2
116.579,39.801,1
116.58,39.943,3
116.582,39.911,5
116.583,39.925,15
116.583,39.93,5
116.584,39.892,8
116.584,39.913,6
116.584,39.917,4
116.584,39.919,5
116.584,39.922,1
116.585,39.913,5
116.586,39.849,6
116.586,39.924,2
116.588,39.837,9
116.589,39.885,1
116.59,39.971,1
116.592,39.89,9
116.593,39.577,3
116.593,39.885,8
116.593,40.143,2
116.594,39.906,7
116.595,39.875,2
116.595,39.882,5
116.595,39.886,8
116.595,39.889,8
116.595,39.9,2
116.595,39.902,4
116.596,39.897,6
116.597,39.585,1
116.598,39.924,4
116.6,39.89,10
116.601,39.576,1
116.602,39.59,2
116.602,39.92,3
116.603,39.878,2
116.603,39.923,8
116.604,39.601,2
116.604,40.116,6
116.605,39.921,1
116.605,39.943,1
116.607,39.871,7
116.608,39.923,6
116.609,39.613,1
116.609,39.877,3
116.613,39.618,1
116.613,39.652,5
116.613,39.875,25
116.613,39.923,1
116.613,40.21,1
116.615,39.577,2
116.615,39.929,1
116.616,39.647,6
116.616,39.905,22
116.616,39.926,2
116.619,39.628,3
116.619,39.653,6
116.619,39.905,7
116.621,40.21,1
116.623,39.654,1
116.623,39.971,1
116.624,40.312,4
116.625,39.897,9
116.625,39.9,6
116.625,39.903,11
116.626,39.892,2
116.628,39.655,6
116.628,39.891,19
116.629,39.905,28
116.629,40.21,4
116.629,40.307,3
116.631,39.649,1
116.631,39.903,1
116.632,39.904,1
116.633,39.891,10
116.633,39.9,1
116.633,39.904,14
116.634,40.131,3
116.635,40.124,4
116.635,40.127,2
116.635,40.287,1
116.636,39.9,1
116.636,40.315,1
116.637,40.136,5
116.639,39.905,18
116.645,39.92,1
116.647,39.89,6
116.649,39.906,16
116.65,40.127,8
116.65,40.137,2
116.65,40.14,1
116.65,40.149,16
116.65,40.21,7
116.652,39.65,1
116.652,39.938,1
116.653,39.906,4
116.653,40.166,1
116.653,40.171,1
116.653,40.174,5
116.653,40.176,1
116.653,40.181,15
116.653,40.184,1
116.653,40.187,2
116.653,40.2,2
116.653,40.205,5
116.654,39.888,8
116.654,39.906,9
116.654,40.209,8
116.655,39.899,1
116.658,40.121,3
116.659,39.907,12
116.66,39.652,2
116.66,39.884,8
116.666,39.656,7
116.667,39.885,1
116.667,39.938,1
116.668,39.899,1
116.67,39.656,7
116.671,39.907,9
116.671,39.908,26
116.672,39.874,1
116.673,39.889,4
116.673,39.891,1
116.678,39.9,1
116.678,39.911,2
116.679,39.912,5
116.679,40.131,1
116.682,39.87,2
116.683,39.913,8
116.685,39.891,6
116.688,39.915,2
116.689,39.903,1
116.69,39.891,6
116.692,39.916,2
116.694,39.916,4
116.694,40.132,2
116.696,39.916,5
116.697,39.917,2
116.709,39.962,13
116.71,40.132,1
116.711,39.915,1
116.712,39.908,1
116.712,39.962,12
116.713,39.954,9
116.714,39.862,4
116.715,39.948,2
116.717,39.943,6
116.719,40.132,6
116.725,39.909,1
116.725,39.94,6
116.728,39.909,1
116.728,39.913,2
116.728,39.928,4
116.728,39.934,4
116.729,39.921,3
116.736,39.856,2
116.737,39.899,3
116.741,40.134,3
116.744,39.886,4
116.745,39.896,4
116.754,39.846,1
116.773,39.819,3
116.783,39.785,1
116.788,39.779,2
116.791,39.776,1
116.798,39.768,5
116.806,39.764,3
116.81,39.942,14
116.813,39.844,1
116.816,39.763,1
116.821,39.943,1
116.826,39.943,3
116.831,39.758,2
116.838,39.945,2
116.859,39.946,3
116.865,39.947,4
116.886,39.949,2
116.905,39.952,1
116.921,39.954,1
116.93,39.913,1
116.935,39.956,2
116.941,39.957,1
116.968,39.879,6
116.972,39.883,1
116.979,39.891,1
116.982,39.887,1
117.044,39.978,1
117.045,39.974,2
